actor_1_name,actor_2_name,actor_3_name,director_name,genres,movie_title
Grace Phipps,Reid Ewing,Sandra Vergara,Craig Gillespie,Comedy|Horror,fright night
Christian Bale,Michael Greyeyes,Wes Studi,Terrence Malick,Biography|Drama|History|Romance,the new world
Saffron Burrows,David Suchet,Jürgen Prochnow,Chris Roberts,Action|Adventure|Sci-Fi,wing commander
Robert Downey Jr.,Aidan Quinn,Paul Guilfoyle,Neil Jordan,Drama|Fantasy|Thriller,in dreams
Ian Whyte,Texas Battle,Randall Duk Kim,James Wong,Action|Adventure|Fantasy|Sci-Fi|Thriller,dragonball: evolution
Zach Gilford,James Burnett,Christiana Leucas,Jee-woon Kim,Action|Crime|Thriller,the last stand
Robert De Niro,Cameron Bright,Munro Chambers,Nick Hamm,Drama|Horror|Sci-Fi|Thriller,godsend
Annabella Sciorra,Stark Sands,Terence Maynard,Andy Cadiff,Comedy|Romance,chasing liberty
Amy Poehler,Phil LaMarr,Cheech Marin,Mike Disa,Animation|Comedy|Family,hoodwinked too! hood vs. evil
Morgan Freeman,Camryn Manheim,Lynda Boyd,Lasse Hallström,Drama,an unfinished life
Andrew Garfield,Lily Cole,Verne Troyer,Terry Gilliam,Adventure|Fantasy|Mystery,the imaginarium of doctor parnassus
Mark Addy,Atom Egoyan,Paul Gross,Richard J. Lewis,Comedy|Drama,barney's version
Ólafur Darri Ólafsson,Ingvar Eggert Sigurðsson,Björn Hlynur Haraldsson,unknown,Crime|Drama|Thriller,trapped            
Justin Timberlake,John Heard,David Costabile,Brad Furman,Crime|Thriller,runner runner
Tyler Labine,Richard Roundtree,Ned Bellamy,Peter Howitt,Action|Crime|Drama|Thriller,antitrust
Denzel Washington,Morgan Freeman,Matthew Broderick,Edward Zwick,Drama|History|War,glory
Robert De Niro,Burt Young,Treat Williams,Sergio Leone,Crime|Drama,once upon a time in america
Dominic Cooper,Isabelle Huppert,James Biberi,Niels Arden Oplev,Action|Crime|Drama|Thriller,dead man down
Al Pacino,Mackenzie Crook,Kris Marshall,Michael Radford,Drama|Romance,the merchant of venice
Emir Kusturica,Saïd Taghmaoui,Tchéky Karyo,Neil Jordan,Action|Crime|Drama|Romance|Thriller,the good thief
Channing Tatum,Mike Vogel,Steve Howey,Steve Boyum,Action|Drama|Romance|Sport,supercross
Emily Watson,Bill Paterson,Lucy Boynton,Chris Noonan,Biography|Drama|Romance,miss potter
Dong-gun Jang,Toby Leonard Moore,Nicholas Tse,Kaige Chen,Action|Drama|Fantasy,the promise
Steve Howey,Holly Valance,Sarah Carter,Corey Yuen,Action|Adventure,doa: dead or alive
Brad Pitt,Jeremy Renner,Sam Shepard,Andrew Dominik,Biography|Crime|Drama|History|Western,the assassination of jesse james by the coward robert ford
Bingbing Li,Joan Chen,Jaycee Chan,Li Zhang,Action|Adventure|Drama|History|War,1911
Louise Bourgoin,Sandrine Kiberlain,Kad Merad,Laurent Tirard,Comedy|Family,little nicholas
Jason Statham,Michael Angarano,Jason Alexander,Simon West,Action|Crime|Drama|Thriller,wild card
Gerard Butler,Madeline Carroll,Kathy Baker,Marc Forster,Action|Biography|Crime|Drama,machine gun preacher
Jim Broadbent,Vanessa Redgrave,James Corden,Reinhard Klooss,Animation|Comedy|Family,animals united
Terry Pheto,Patrick Lyster,Tyrone Keogh,Bille August,Biography|Drama|History,the color of freedom
Fisher Stevens,Thomas Kretschmann,Jemima West,Frédéric Auburtin,Drama|History|Sport,united passions
Paz Vega,Frank Langella,Derek Jacobi,Olivier Dahan,Biography|Drama|Romance,grace of monaco
Konstantin Khabenskiy,Fedor Bondarchuk,Sergey Garmash,Maksim Fadeev,Adventure|Animation|Fantasy,a warrior's tail
Ray Winstone,Dougray Scott,Chiara Caselli,Liliana Cavani,Crime|Drama|Mystery|Thriller,ripley's game
James Franco,Salma Hayek,Anders Holm,Greg Tiernan,Adventure|Animation|Comedy|Fantasy,sausage party
Anna Kendrick,Birgitte Hjort Sørensen,Hana Mae Lee,Elizabeth Banks,Comedy|Music,pitch perfect 2
Sandra Ellis Lafferty,Dallas Roberts,Tyler Hilton,James Mangold,Biography|Drama|Music|Romance,walk the line
Amanda Schull,Kirk Acevedo,Tom Noonan,unknown,Adventure|Drama|Mystery|Sci-Fi|Thriller,12 monkeys            
Lisa Edelstein,Milos Forman,Anne Bancroft,Edward Norton,Comedy|Drama|Romance,keeping the faith
Jim Broadbent,Bradley Pierce,Mark Williams,Peter Hewitt,Adventure|Comedy|Family|Fantasy,the borrowers
Toby Jones,Clint Howard,Oliver Platt,Ron Howard,Drama,frost/nixon
Dick Clark,David Julian Hirsh,Jennifer Hall,George Clooney,Biography|Comedy|Crime|Drama|Romance|Thriller,confessions of a dangerous mind
Matthew Perry,Jerry Stiller,Vincent Pastore,Reginald Hudlin,Comedy|Romance,serving sara
Peter Dinklage,Tyler Labine,Ben Falcone,Ben Falcone,Comedy,the boss
Denzel Washington,Kevin McNally,Penelope Wilton,Richard Attenborough,Biography|Drama|History,cry freedom
Zooey Deschanel,Alfre Woodard,Mary McDonnell,Lawrence Kasdan,Comedy|Drama,mumford
Jason Flemyng,Billy Boyd,Hannah Spearritt,Don Mancini,Comedy|Fantasy|Horror|Thriller,seed of chucky
Jennifer Jason Leigh,Jason Lewis,Angel Coulby,John Maybury,Drama|Mystery|Sci-Fi|Thriller,the jacket
Robin Williams,Frank Welker,Scott Weinger,Ron Clements,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,aladdin
Aldis Hodge,Neil Brown Jr.,R. Marcos Taylor,F. Gary Gray,Biography|Crime|Drama|History|Music,straight outta compton
Harrison Ford,Amrish Puri,Kate Capshaw,Steven Spielberg,Action|Adventure,indiana jones and the temple of doom
Elizabeth Daily,Cree Summer,Christine Cavanaugh,Igor Kovalyov,Adventure|Animation|Comedy|Drama|Family|Musical,the rugrats movie
Morgan Freeman,Billy Burke,Monica Potter,Lee Tamahori,Crime|Drama|Thriller,along came a spider
Meryl Streep,Nina Arianda,John Sessions,Stephen Frears,Biography|Comedy|Drama|Music|Romance,florence foster jenkins
Johnny Depp,Salma Hayek,Enrique Iglesias,Robert Rodriguez,Action|Crime|Thriller,once upon a time in mexico
Alan Rickman,Bruce Willis,Reginald VelJohnson,John McTiernan,Action|Thriller,die hard
Joe Lo Truglio,Ken Marino,Bobb'e J. Thompson,David Wain,Comedy,role models
Ryan Gosling,Christian Bale,Charlie Talbert,Adam McKay,Biography|Comedy|Drama|History,the big short
Imelda Staunton,Kevin Chamberlin,Demetri Martin,Ang Lee,Comedy|Drama|Music,taking woodstock
Eddie Cahill,Noah Emmerich,Kenneth Mitchell,Gavin O'Connor,Biography|Drama|History|Sport,miracle
Ty Burrell,Kevin Zegers,Mekhi Phifer,Zack Snyder,Action|Horror|Thriller,dawn of the dead
Matthew McConaughey,Judy Greer,Alex Rocco,Adam Shankman,Comedy|Romance,the wedding planner
Shun Oguri,Yû Aoi,Haruma Miura,Shinji Aramaki,Adventure|Animation|Sci-Fi,harlock: space pirate
Bill Murray,Anjelica Huston,Seymour Cassel,Wes Anderson,Comedy|Drama,the royal tenenbaums
Clea DuVall,Rebecca De Mornay,Jake Busey,James Mangold,Mystery|Thriller,identity
Robert De Niro,Morgan Freeman,Romany Malco,Jon Turteltaub,Comedy|Romance,last vegas
Julian Glover,Topol,Desmond Llewelyn,John Glen,Action|Adventure|Thriller,for your eyes only
Lilli Lavine,David Sparrow,Ann Talman,Peter Chelsom,Comedy|Romance,serendipity
Mia Sara,Bruce McGill,Gloria Reuben,Peter Hyams,Action|Crime|Sci-Fi|Thriller,timecop
Milla Jovovich,Alexander Skarsgård,Will Ferrell,Ben Stiller,Comedy,zoolander
David Lyons,Noah Lomax,Mimi Kirkland,Lasse Hallström,Drama|Romance|Thriller,safe haven
Vinessa Shaw,Omri Katz,Larry Bagby,Kenny Ortega,Comedy|Family|Fantasy,hocus pocus
Zoë Kravitz,Lily Rabe,Bob Balaban,Scott Hicks,Comedy|Drama|Romance,no reservations
Elizabeth McGovern,Deborah Twiss,Michael Rispoli,Matthew Vaughn,Action|Comedy,kick-ass
Bianca Kajlich,Dilshad Vadsaria,Fred Ward,Ruben Fleischer,Action|Comedy|Crime,30 minutes or less
Gerard Butler,Danny Masterson,Jeri Ryan,Patrick Lussier,Action|Fantasy|Horror|Thriller,dracula 2000
Bella Thorne,Steve Carell,Jennifer Garner,Miguel Arteta,Comedy|Family,"alexander and the terrible, horrible, no good, very bad day"
Talulah Riley,Brenda Blethyn,Simon Woods,Joe Wright,Drama|Romance,pride & prejudice
Harrison Ford,Sean Young,M. Emmet Walsh,Ridley Scott,Sci-Fi|Thriller,blade runner
Liam Neeson,Jason Flemyng,Eric Stoltz,Michael Caton-Jones,Adventure|Biography,rob roy
Connie Nielsen,Richard Sammel,Tómas Lemarquis,McG,Action|Drama|Thriller,3 days to kill
Robert Duvall,Oleg Taktarov,Antoni Corone,James Gray,Crime|Drama|Thriller,we own the night
Philip Baker Hall,Bob Clendenin,Ben Chaplin,Janusz Kaminski,Drama|Horror|Thriller,lost souls
Jacques Perrin,Philippe Labro,unknown,Jacques Perrin,Documentary,winged migration
Samaire Armstrong,Carlos Ponce,Faizon Love,Donald Petrie,Comedy|Fantasy|Romance,just my luck
Scott Grimes,Mary McCormack,Ron Eldard,Jay Roach,Comedy|Drama|Sport,"mystery, alaska"
Madeline Carroll,Amber Valletta,George Lopez,Brian Levant,Action|Comedy|Family,the spy next door
Mara Wilson,Francis Capra,Kathleen Turner,Michael Ritchie,Comedy|Family|Fantasy,a simple wish
Jason Statham,Clea DuVall,Natasha Henstridge,John Carpenter,Action|Horror|Sci-Fi,ghosts of mars
Dominic Flores,Zoe Kazan,Scoot McNairy,David Gordon Green,Comedy|Drama,our brand is crisis
Matt Smith,Bella Heathcote,Sam Riley,Burr Steers,Action|Horror|Romance,pride and prejudice and zombies
Tenzin Thuthob Tsarong,Tulku Jamyang Kunga Tenzin,Tencho Gyalpo,Martin Scorsese,Biography|Drama|History|War,kundun
James Corden,Katherine Parkinson,Fenella Woolgar,Robert B. Weide,Comedy|Drama|Romance,how to lose friends & alienate people
Chloë Grace Moretz,Donald Faison,Augustus Prew,Jeff Wadlow,Action|Comedy|Crime,kick-ass 2
Viggo Mortensen,Elena Anaya,Eduardo Noriega,Agustín Díaz Yanes,Adventure|Drama|History|Romance|Thriller|War,captain alatriste: the spanish musketeer
Paul Walker,Robert Maillet,RZA,Camille Delamarre,Action|Crime|Drama|Thriller,brick mansions
Louis Jourdan,Kabir Bedi,Steven Berkoff,John Glen,Action|Adventure|Thriller,octopussy
Harold Ramis,Martin Starr,Charlyne Yi,Judd Apatow,Comedy|Romance,knocked up
Jason Patric,Sofia Vassilieva,Jeffrey Markle,Nick Cassavetes,Drama,my sister's keeper
Mo'Nique,Mike Epps,Cedric the Entertainer,Malcolm D. Lee,Comedy|Drama|Romance,"welcome home, roscoe jenkins"
Richard Wilson,Judy Davis,Art Malik,David Lean,Adventure|Drama|History,a passage to india
Phil Davis,Andrew Simpson,Shaun Parkes,Richard Eyre,Crime|Drama|Romance|Thriller,notes on a scandal
J.K. Simmons,Jake Gyllenhaal,Meryl Streep,Gavin Hood,Drama|Thriller,rendition
Colin Salmon,Mary Elizabeth Mastrantonio,Jake McDorman,unknown,Crime|Drama|Sci-Fi|Thriller,limitless            
Leonard Nimoy,Kurtwood Smith,Nichelle Nichols,Nicholas Meyer,Action|Adventure|Sci-Fi|Thriller,star trek vi: the undiscovered country
Ellen Burstyn,Fionnula Flanagan,Matthew Settle,Callie Khouri,Drama,divine secrets of the ya-ya sisterhood
Scarlett Johansson,Bill Murray,Garry Shandling,Jon Favreau,Adventure|Drama|Family|Fantasy,the jungle book
Morgan Freeman,Tony Goldwyn,Tatyana Ali,Gary Fleder,Crime|Drama|Mystery|Thriller,kiss the girls
John Belushi,Aretha Franklin,Ray Charles,John Landis,Action|Comedy|Crime|Music,the blues brothers
America Ferrera,Blythe Danner,Michael Rady,Sanaa Hamri,Comedy|Drama|Family|Romance,the sisterhood of the traveling pants 2
Dolly Parton,Jeremy Jordan,Jesse L. Martin,Todd Graff,Comedy|Music,joyful noise
Sharon Small,Christopher Webster,Peter McNicholl,Chris Weitz,Comedy|Drama|Romance,about a boy
Oliver Platt,Bridget Fonda,Ty Olsson,Steve Miner,Action|Comedy|Horror,lake placid
Bruce Willis,Morgan Freeman,Dorian Missick,Paul McGuigan,Crime|Drama|Mystery|Thriller,lucky number slevin
Dennis Quaid,Scott Glenn,Sam Shepard,Philip Kaufman,Adventure|Drama|History,the right stuff
Vanessa Redgrave,Joely Richardson,Rafe Spall,Roland Emmerich,Drama|History|Thriller,anonymous
Gerald McRaney,Barret Oliver,Alan Oppenheimer,Wolfgang Petersen,Adventure|Drama|Family|Fantasy,the neverending story
Rufus Sewell,William Hurt,Bruce Spence,Alex Proyas,Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller,dark city
Dominic Cooper,Hayley Atwell,Charlotte Rampling,Saul Dibb,Biography|Drama|History|Romance,the duchess
Jackie Gleason,Art Carney,Joyce Randolph,unknown,Comedy|Family,the honeymooners            
Piper Laurie,Jean Marsh,Tim Rose,Walter Murch,Adventure|Family|Fantasy|Horror|Mystery,return to oz
Matthew McConaughey,Lew Temple,Dwight Yoakam,Richard Linklater,Action|Crime|Drama|History|Western,the newton boys
Bradley Cooper,Callum Rennie,Vanesa Tomasino,Christian Alvart,Horror|Mystery|Thriller,case 39
Harry Lennix,Kevin Chamberlin,William Mapother,E. Elias Merhige,Crime|Drama|Mystery|Thriller,suspect zero
Oliver Platt,Richard Schiff,Sophie Okonedo,Menno Meyjes,Comedy|Drama|Family,martian child
Alexa PenaVega,Joel McHale,Daryl Sabara,Robert Rodriguez,Action|Adventure|Comedy|Family|Sci-Fi,spy kids: all the time in the world in 4d
Julia Roberts,Jack O'Connell,Chris Bauer,Jodie Foster,Crime|Drama|Thriller,money monster
Meat Loaf,Junix Inocian,Paul Barber,Ronny Yu,Action|Comedy|Crime|Thriller,formula 51
Robert De Niro,Philip Seymour Hoffman,Chris Bauer,Joel Schumacher,Comedy|Crime|Drama,flawless
LL Cool J,Clifton Collins Jr.,Eion Bailey,Renny Harlin,Crime|Horror|Mystery|Thriller,mindhunters
Robert De Niro,Robin Wright,Kristen Stewart,Barry Levinson,Comedy|Drama,what just happened
Charlotte Rampling,Colin Salmon,John Neville,Norman Jewison,Drama|Thriller,the statement
Kim-Marie Woodhouse,Amy Carson,Joseph Kaiser,Kenneth Branagh,Drama|Musical|Romance,the magic flute
Erick Avari,Adhir Kalyan,Allen Covert,Steve Carr,Action|Comedy|Crime,paul blart: mall cop
Jamie Lee Curtis,Julie Gonzalo,Willie Garson,Mark Waters,Comedy|Family|Fantasy|Music|Romance,freaky friday
Steve Carell,Romany Malco,Gerry Bednob,Judd Apatow,Comedy|Romance,the 40-year-old virgin
Tom Wilkinson,Martin Clunes,Simon Callow,John Madden,Comedy|Drama|Romance,shakespeare in love
Liam Neeson,Boyd Holbrook,David Harbour,Scott Frank,Crime|Drama|Mystery|Thriller,a walk among the tombstones
Richard Tyson,Cathy Moriarty,Penelope Ann Miller,Ivan Reitman,Action|Comedy|Crime,kindergarten cop
James Franco,Gary Cole,Rosie Perez,David Gordon Green,Action|Comedy|Crime,pineapple express
Anjelica Huston,Dougray Scott,Jeanne Moreau,Andy Tennant,Comedy|Drama|Romance,ever after: a cinderella story
Robert Duvall,Michael Jeter,Julian Richings,Kevin Costner,Drama|Romance|Western,open range
Julia Roberts,Oliver Platt,Hope Davis,Joel Schumacher,Drama|Horror|Sci-Fi|Thriller,flatliners
Rob McElhenney,Kaitlin Olson,Glenn Howerton,unknown,Comedy,it's always sunny in philadelphia            
Ryan O'Neal,Dirk Bogarde,Wolfgang Preiss,Richard Attenborough,Drama|History|War,a bridge too far
Robert Pine,Carl Gilliard,Suzie Plakson,Wes Craven,Mystery|Thriller,red eye
Sarah Carter,Michael Landes,Keegan Connor Tracy,David R. Ellis,Horror|Thriller,final destination 2
Holly Hunter,Tim Blake Nelson,Daniel von Bargen,Joel Coen,Adventure|Comedy|Crime|Music,"o brother, where art thou?"
Dennis Quaid,Kate Walsh,Charles S. Dutton,Scott Stewart,Action|Fantasy|Horror,legion
Dwayne Johnson,Larry Hankin,Michael Rispoli,Michael Bay,Comedy|Crime|Drama,pain & gain
Scarlett Johansson,Ty Burrell,Dennis Quaid,Paul Weitz,Comedy|Drama|Romance,in good company
Michael Biehn,Paula Garcés,Jason George,Jonathan Frakes,Action|Adventure|Comedy|Sci-Fi|Thriller,clockstoppers
Scott Glenn,Todd Allen,Brad Leland,Lawrence Kasdan,Action|Crime|Drama|Western,silverado
Natalie Portman,Jake Gyllenhaal,Bailee Madison,Jim Sheridan,Drama|Thriller,brothers
Daniel Roebuck,Frankie Muniz,David Kelly,Kevin Allen,Action|Adventure|Comedy|Family|Romance|Sci-Fi,agent cody banks 2: destination london
Robert De Niro,Common,Seth Meyers,Garry Marshall,Comedy|Romance,new year's eve
Angelina Jolie Pitt,Gregory Itzin,Jack Thompson,Michael Cristofer,Drama|Mystery|Romance|Thriller,original sin
Pam Ferris,Dave Legeno,Kevin McNally,James McTeigue,Crime|Mystery|Thriller,the raven
Rip Torn,Ray Romano,Maura Tierney,Donald Petrie,Comedy|Romance,welcome to mooseport
Christopher Lambert,Mako,Mario Van Peebles,Andrew Morahan,Action|Fantasy|Romance|Sci-Fi,highlander: the final dimension
Harold Perrineau,Mike Starr,Judy Davis,Bob Rafelson,Crime|Drama|Thriller,blood and wine
David Conrad,Chris Bauer,Monica Keena,Michael Cohn,Fantasy|Horror,snow white: a tale of terror
Woody Allen,Elizabeth Berkley,Peter Gerety,Woody Allen,Comedy|Crime|Mystery|Romance,the curse of the jade scorpion
Jake Gyllenhaal,Kirstie Alley,Beverly D'Angelo,David O. Russell,Comedy|Romance,accidental love
Paul Hogan,Chelsea Field,Jessica Wesson,Alan Shapiro,Adventure|Family,flipper
Ryan Reynolds,Derek Luke,Sandra Ellis Lafferty,Tarsem Singh,Action|Mystery|Sci-Fi|Thriller,self/less
Archie Panjabi,Danny Huston,Donald Sumpter,Fernando Meirelles,Drama|Mystery|Romance|Thriller,the constant gardener
Christo Jivkov,Maia Morgenstern,Hristo Shopov,Mel Gibson,Drama,the passion of the christ
Robin Williams,Mara Wilson,Matthew Lawrence,Chris Columbus,Comedy|Drama|Family|Romance,mrs. doubtfire
Tom Cruise,Valeria Golino,Beth Grant,Barry Levinson,Drama,rain man
Clint Eastwood,Dreama Walker,Ahney Her,Clint Eastwood,Drama,gran torino
Toby Jones,Scott Glenn,Bruce McGill,Oliver Stone,Biography|Drama|History,w.
Liam Neeson,Holly Valance,Xander Berkeley,Pierre Morel,Action|Thriller,taken
Luke Bracey,Gerald McRaney,Clarke Peters,Michael Hoffman,Drama|Romance,the best of me
Bill Cobbs,Mike Starr,DeVaughn Nixon,Mick Jackson,Action|Drama|Music|Romance,the bodyguard
Liam Neeson,Embeth Davidtz,Caroline Goodall,Steven Spielberg,Biography|Drama|History,schindler's list
Emma Stone,Bryce Dallas Howard,Mike Vogel,Tate Taylor,Drama,the help
Benedict Cumberbatch,Peter Capaldi,Jamie Blackley,Bill Condon,Biography|Drama|Thriller,the fifth estate
Sarah Michelle Gellar,Linda Cardellini,Tim Blake Nelson,Raja Gosnell,Adventure|Comedy|Family|Fantasy|Horror|Mystery,scooby-doo 2: monsters unleashed
Jason Flemyng,Igor Jijikine,Agnia Ditkovskite,Oleg Stepchenko,Adventure|Fantasy|Mystery|Thriller,viy
Katharine Isabelle,Jason Ritter,Zack Ward,Ronny Yu,Action|Horror|Thriller,freddy vs. jason
Cara Delevingne,Ava Acres,Sara Stewart,Michael Winterbottom,Drama,the face of an angel
Martin Short,Rob Paulsen,Andrea Martin,John A. Davis,Action|Adventure|Animation|Comedy|Family|Sci-Fi,jimmy neutron: boy genius
Mike Vogel,Ben Feldman,Liza Lapira,Matt Reeves,Action|Adventure|Horror|Sci-Fi,cloverfield
Kevin Nash,Paige Turco,Ernie Reyes Jr.,Michael Pressman,Action|Adventure|Comedy|Family|Sci-Fi,teenage mutant ninja turtles ii: the secret of the ooze
Robert De Niro,Billy Drago,Charles Martin Smith,Brian De Palma,Crime|Drama|Thriller,the untouchables
Kelly Macdonald,Stephen Root,Barry Corbin,Ethan Coen,Crime|Drama|Thriller,no country for old men
Bruce McGill,Tika Sumpter,Bryan Callen,Tim Story,Action|Comedy|Crime|Romance,ride along
Colin Firth,Jim Broadbent,Shirley Henderson,Sharon Maguire,Comedy|Drama|Romance,bridget jones's diary
Lena Olin,Leslie Caron,Hugh O'Conor,Lasse Hallström,Drama|Romance,chocolat
Mary Lynn Rajskub,Bruce McGill,Bob Newhart,Charles Herman-Wurmfeld,Comedy,"legally blonde 2: red, white & blonde"
Bailee Madison,Gedde Watanabe,Tom Everett Scott,Andy Fickman,Comedy|Family,parental guidance
Natalie Portman,Greta Gerwig,Mindy Kaling,Ivan Reitman,Comedy|Romance,no strings attached
Michael Biehn,Dana Delany,Powers Boothe,George P. Cosmatos,Action|Biography|Drama|History|Romance|Western,tombstone
Jet Li,Delroy Lindo,Aaliyah,Andrzej Bartkowiak,Action|Crime|Thriller,romeo must die
Lee Remick,Patrick Troughton,Billie Whitelaw,Richard Donner,Fantasy|Horror|Mystery,the omen
Chelan Simmons,Gina Holden,Crystal Lowe,James Wong,Horror,final destination 3
Blythe Danner,Riley Thomas Stewart,Jay R. Ferguson,Scott Hicks,Drama|Romance,the lucky one
Josh Hutcherson,Zooey Deschanel,Bailee Madison,Gabor Csupo,Adventure|Drama|Family|Fantasy,bridge to terabithia
Johnny Depp,Kate Winslet,Kelly Macdonald,Marc Forster,Biography|Drama|Family,finding neverland
Alicia Witt,Tika Sumpter,Larry the Cable Guy,Tyler Perry,Comedy|Drama,a madea christmas
Liam Neeson,Frank Grillo,James Badge Dale,Joe Carnahan,Action|Adventure|Drama|Thriller,the grey
Robert De Niro,Dylan Baker,Robert John Burke,John Polson,Drama|Horror|Mystery|Thriller,hide and seek
Darcy Donavan,Will Ferrell,Steve Carell,Adam McKay,Comedy,anchorman: the legend of ron burgundy
Robert De Niro,Mike Starr,Paul Sorvino,Martin Scorsese,Biography|Crime|Drama,goodfellas
Daniel Roebuck,Frankie Muniz,Chris Gauthier,Harald Zwart,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,agent cody banks
Colin Firth,Kelly Macdonald,Imelda Staunton,Kirk Jones,Comedy|Family|Fantasy,nanny mcphee
Al Pacino,F. Murray Abraham,Mary Elizabeth Mastrantonio,Brian De Palma,Crime|Drama,scarface
